地点名称,单位名称,前部-0x1E 可否刷怪(1可刷/2出击/空固定),前部-0x3C 未知-3C,前部-0x5A 未知-5A,前部-0x78 结构-78,前部-0x96 阵营(2普通红/3友方/4敌方),前部-0xB4 未知-B4,前部-0xD2 坐标行(1-based),前部-0xF0 坐标列(1-based),后部+0x1E 等级下限,后部+0x3C 等级上限(+10),后部+0x5A 未知+5A
溢霊の沼 溢灵之沼,胞子骸骨 孢子骸骨,,,2,7,2,,9,9,1a,24,1
溢霊の沼 溢灵之沼,胞子骸骨 孢子骸骨,,,1,7,,,4,b,1a,24,1
溢霊の沼 溢灵之沼,胞子骸骨 孢子骸骨,,,1,7,,,9,9,1a,24,1
溢霊の沼 溢灵之沼,胞子骸骨 孢子骸骨,1,,1,7,,5,4,a,1a,24,1
溢霊の沼 溢灵之沼,操霊師ロズリーヌ 操灵师罗兹利奴,,,2,,3,,,,1a,24,1
グレーベル大堤防 格雷贝尔大堤防,地蟲竜アルカトホグ 地虫龙阿尔卡托霍格,,1,2,,2,,,,18,22,1
グレーベル大堤防 格雷贝尔大堤防,成竜型カトリト 成龙型卡特利特,,1,2,,3,,,,17,21,1
グレーベル大堤防 格雷贝尔大堤防,地蟲竜アルカトホグ 地虫龙阿尔卡托霍格,,1,2,,2,,,,18,22,1
グレーベル大堤防 格雷贝尔大堤防,雷精獣ジルラム 雷精兽吉尔拉姆,1,,,7,2,1a,3,c,17,21,1
グレーベル大堤防 格雷贝尔大堤防,雷精獣ジルラム 雷精兽吉尔拉姆,,,,7,2,,4,a,17,21,1
グレーベル大堤防 格雷贝尔大堤防,磁鉄の粘溶岩精 磁铁之粘熔岩精,,,,7,2,,2,2,17,21,1
グレーベル大堤防 格雷贝尔大堤防,磁鉄の粘溶岩精 磁铁之粘熔岩精,,,,7,2,,4,7,17,21,1
グレーベル大堤防 格雷贝尔大堤防,狂ったウンディーネ 疯狂的温蒂妮,1,,,7,2,19,8,4,17,21,1
グレーベル大堤防 格雷贝尔大堤防,狂ったウンディーネ 疯狂的温蒂妮,,,,7,2,,b,b,17,21,1
グレーベル大堤防 格雷贝尔大堤防,狂ったウンディーネ 疯狂的温蒂妮,,,,7,2,,3,1b,17,21,1
グレーベル大堤防 格雷贝尔大堤防,バギル 巴吉尔,,,,7,2,,4,f,17,21,1
グレーベル大堤防 格雷贝尔大堤防,角蜥蜴リザミロドン 角蜥蜴利扎米罗顿,,,,7,2,,6,6,17,21,1
グレーベル大堤防 格雷贝尔大堤防,トロエルグ 特罗埃尔格,,,,7,2,,2,5,17,21,1
グレーベル大堤防 格雷贝尔大堤防,水棲獣スキュラ 水栖兽斯库拉,,,,7,2,,4,10,17,21,1
グレーベル大堤防 格雷贝尔大堤防,水棲獣スキュラ 水栖兽斯库拉,,,,7,2,,2,18,17,21,1
ルベータ・テルメス 卢贝塔·特尔梅斯,呪封師ガイダル 咒封师盖达鲁,,1,2,,4,,,,1a,24,1
ルベータ・テルメス 卢贝塔·特尔梅斯,狂える男 发狂的男人,,1,2,,2,,,,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,狂える男 发狂的男人,,1,2,,2,,,,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,嫌らしい顔の男 面目可憎的男人,,1,2,,4,,,,19,23,1
ルベータ・テルメス 卢贝塔·特尔梅斯,砂鉄の悪漢者 砂铁恶汉,,1,2,,4,,,,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,砂鉄の悪漢者 砂铁恶汉,,1,2,,4,,,,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,エーグ狩猟種 埃古狩猎种,,1,2,,4,,,,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,悪しき呪術師 邪恶的咒术师,,1,2,,4,,,,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,狂える男 发狂的男人,,1,2,,2,,,,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,狂える男 发狂的男人,,1,2,,2,,,,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,砂鉄の悪漢者 砂铁恶汉,,,,7,2,,9,8,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,砂鉄の悪漢者 砂铁恶汉,,,2,7,2,,7,5,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,砂鉄の悪漢者 砂铁恶汉,,,1,7,2,,7,5,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,エーグ狩猟種 埃古狩猎种,,,,7,2,,1,8,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,エーグ狩猟種 埃古狩猎种,,,,7,2,,d,8,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,悪しき呪術師 邪恶的咒术师,,,,7,2,,b,a,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,悪しき呪術師 邪恶的咒术师,,,,7,2,,11,a,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,トロエルグ 特罗埃尔格,,,,7,2,,1,1,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,トロエルグ 特罗埃尔格,,,,7,2,,10,8,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,貝獣スラス 贝兽苏拉斯,1,,,7,2,7,d,b,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,毒噴飛鼠 毒喷飞鼠,,,,7,2,,d,d,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,毒噴飛鼠 毒喷飞鼠,1,,,7,2,8,f,3,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,黒ベコガノ 黑贝科加诺,1,,,7,2,6,8,7,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,砂鉄の悪漢者 砂铁恶汉,1,,,7,4,21,b,e,18,22,1
ルベータ・テルメス 卢贝塔·特尔梅斯,エーグ狩猟種 埃古狩猎种,1,,,7,4,22,7,e,18,22,1
ルベータ石灰棚 卢贝塔石灰台地,女騎士キスニル 女骑士姬斯尼尔,,,,7,3,,d,5,19,23,1
ルベータ石灰棚 卢贝塔石灰台地,熱間欠泉 热间歇泉,,,,7,2,,5,9,19,23,1
ルベータ石灰棚 卢贝塔石灰台地,熱間欠泉 热间歇泉,,,,7,2,,9,3,19,23,1
ルベータ石灰棚 卢贝塔石灰台地,熱間欠泉 热间歇泉,,,,7,2,,d,c,19,23,1
モルツィオーネ城 莫尔齐奥内城,征炎ミクシュアナ 征炎米克修亚娜,,,2,7,2,,2,a,1b,25,1
モルツィオーネ城 莫尔齐奥内城,鎚使霊 锤使灵,1,,2,7,2,a,c,6,1a,24,1
モルツィオーネ城 莫尔齐奥内城,鎚使霊 锤使灵,1,,2,7,2,b,c,7,1a,24,1
モルツィオーネ城 莫尔齐奥内城,鎚使霊 锤使灵,1,,2,7,2,f,9,2,1a,24,1
モルツィオーネ城 莫尔齐奥内城,鎚使霊 锤使灵,1,,2,7,2,e,11,a,1a,24,1
モルツィオーネ城 莫尔齐奥内城,征炎衆後方守備隊 征炎众后方守备队,,,2,7,2,,6,13,1a,24,1
モルツィオーネ城 莫尔齐奥内城,鎚使霊 锤使灵,,,,7,2,,c,e,1a,24,1
モルツィオーネ城 莫尔齐奥内城,鎚使霊 锤使灵,,,1,7,2,,11,a,1a,24,1
モルツィオーネ城 莫尔齐奥内城,鎚使霊 锤使灵,1,,2,7,2,d,9,b,1a,24,1
モルツィオーネ城 莫尔齐奥内城,大天使ゴスハザ 大天使戈斯哈扎,1,,2,7,2,7,2,2,1a,24,1
モルツィオーネ城 莫尔齐奥内城,大天使ゴスハザ 大天使戈斯哈扎,1,,2,7,2,8,2,3,1a,24,1
モルツィオーネ城 莫尔齐奥内城,大天使ゴスハザ 大天使戈斯哈扎,1,,2,7,2,c,9,9,1a,24,1
モルツィオーネ城 莫尔齐奥内城,大天使ゴスハザ 大天使戈斯哈扎,,,1,7,2,,9,2,1a,24,1
モルツィオーネ城 莫尔齐奥内城,天使カルフエラ 天使卡尔夫埃拉,1,,2,7,2,9,9,a,1a,24,1
モルツィオーネ城 莫尔齐奥内城,征炎衆後方守備隊 征炎众后方守备队,,,2,7,2,,6,11,1a,24,1
モルツィオーネ城 莫尔齐奥内城,征炎衆後方守備隊 征炎众后方守备队,,,2,7,2,,7,12,1a,24,1
モルツィオーネ城 莫尔齐奥内城,天使カルフエラ 天使卡尔夫埃拉,,,1,7,2,,9,a,1a,24,1
モルツィオーネ城 莫尔齐奥内城,天使カルフエラ 天使卡尔夫埃拉,,,1,7,2,,6,12,1a,24,1
モルツィオーネ城 莫尔齐奥内城,権天使シュトラエル 权天使修特拉埃尔,1,,2,7,2,6,1,a,1a,24,1
モルツィオーネ城 莫尔齐奥内城,権天使シュトラエル 权天使修特拉埃尔,,,2,7,2,,1,9,1a,24,1
モルツィオーネ城 莫尔齐奥内城,権天使シュトラエル 权天使修特拉埃尔,,,2,7,2,,1,b,1a,24,1
モルツィオーネ城 莫尔齐奥内城,権天使シュトラエル 权天使修特拉埃尔,,,1,7,2,,1,a,1a,24,1
モルツィオーネ城 莫尔齐奥内城,魔導銃を持つ男 持魔导枪的男人,,1,2,,3,,,,1a,24,1
モルツィオーネ城 莫尔齐奥内城,砂鉄の悪漢者 砂铁恶汉,,1,2,,3,,,,1a,24,1
モルツィオーネ城 莫尔齐奥内城,狂える男 发狂的男人,,1,2,,3,,,,1a,24,1
モルツィオーネ城 莫尔齐奥内城,嫌らしい顔の男 面目可憎的男人,,1,2,,3,,,,1a,24,1
天土の竜石橋 天土龙石桥,ドラゴニュート 德拉贡纽特,,,,7,4,,1,11,1b,25,1
天土の竜石橋 天土龙石桥,ドラゴニュート 德拉贡纽特,,,,7,4,,4,13,1b,25,1
天土の竜石橋 天土龙石桥,ドラゴニュート 德拉贡纽特,,,,7,4,,6,f,1b,25,1
天土の竜石橋 天土龙石桥,雷精獣ジルラム 雷精兽吉尔拉姆,,,,7,4,,4,f,1b,25,1
天土の竜石橋 天土龙石桥,雷精獣ジルラム 雷精兽吉尔拉姆,,,,7,4,,5,11,1b,25,1
天土の竜石橋 天土龙石桥,雷精獣ジルラム 雷精兽吉尔拉姆,,,,7,4,,9,11,1b,25,1
天土の竜石橋 天土龙石桥,角蜥蜴ロドン 角蜥蜴罗顿,,,,7,2,,9,1,1b,25,1
天土の竜石橋 天土龙石桥,角蜥蜴ロドン 角蜥蜴罗顿,,,,7,2,,1,6,1b,25,1
天土の竜石橋 天土龙石桥,角蜥蜴リザミロドン 角蜥蜴利扎米罗顿,,,,7,2,,6,2,1b,25,1
天土の竜石橋 天土龙石桥,エーグ狩猟種 埃古狩猎种,,,,7,2,,3,e,1b,25,1
天土の竜石橋 天土龙石桥,這竜リムドラ 爬龙利姆德拉,,,,7,2,,5,1,1b,25,1
天土の竜石橋 天土龙石桥,幻獣ダルクヒドラ 幻兽达尔库希德拉,,,,7,2,,7,2,1b,25,1
天土の竜石橋 天土龙石桥,這竜リムドラギル 爬龙利姆德拉吉尔,,,,7,2,,8,5,1b,25,1
天土の竜石橋 天土龙石桥,水棲獣スキュラ 水栖兽斯库拉,,,,7,2,,3,5,1b,25,1
府幻の祠 府幻之祠,胞子骸骨 孢子骸骨,,,,7,2,,6,b,1c,26,1
府幻の祠 府幻之祠,死魂霊 死魂灵,,,,7,2,,6,6,1c,26,1
府幻の祠 府幻之祠,死魂霊 死魂灵,,,,7,2,,e,c,1c,26,1
府幻の祠 府幻之祠,角蜥蜴リザミロドン 角蜥蜴利扎米罗顿,,,,7,2,,d,4,1c,26,1
府幻の祠 府幻之祠,這竜リムドラ 爬龙利姆德拉,,,2,7,2,,8,5,1c,26,1
府幻の祠 府幻之祠,這竜リムドラ 爬龙利姆德拉,,,1,7,2,,8,5,1c,26,1
府幻の環状列石 府幻的环状列石,胞子骸骨 孢子骸骨,,,,7,2,,4,7,1c,26,1
府幻の環状列石 府幻的环状列石,胞子骸骨 孢子骸骨,,,,7,2,,e,4,1c,26,1
府幻の環状列石 府幻的环状列石,死魂霊 死魂灵,,,,7,2,,d,5,1c,26,1
府幻の環状列石 府幻的环状列石,角蜥蜴リザミロドン 角蜥蜴利扎米罗顿,,,,7,2,,8,c,1c,26,1
府幻の環状列石 府幻的环状列石,ストームドラゴン 风暴龙,,,,7,2,,d,b,1c,26,1
府幻の環状列石 府幻的环状列石,這竜リムドラ 爬龙利姆德拉,,,,7,2,,f,c,1c,26,1
府幻の環状列石 府幻的环状列石,這竜リムドラギル 爬龙利姆德拉吉尔,,,,7,2,,5,9,1c,26,1
府幻の環状列石 府幻的环状列石,動く彫像 会动的雕像,,,,7,2,,f,4,1c,26,1
府幻の環状列石 府幻的环状列石,掘削の彫像 掘削的雕像,,,,7,2,,8,3,1c,26,1
府幻の環状列石 府幻的环状列石,掘削の彫像 掘削的雕像,,,,7,2,,a,c,1c,26,1
府幻の鏡柱殿 府幻的镜柱殿,鏡柱殿のカトリト 镜柱殿的卡特利特,,1,2,7,2,,2,2,1d,27,1
府幻の鏡柱殿 府幻的镜柱殿,鏡柱殿のカトリト 镜柱殿的卡特利特,,1,2,7,2,,2,4,1d,27,1
府幻の鏡柱殿 府幻的镜柱殿,鏡柱殿のカトリト 镜柱殿的卡特利特,,1,2,7,2,,3,3,1d,27,1
府幻の鏡柱殿 府幻的镜柱殿,鏡柱殿のカトリト 镜柱殿的卡特利特,,1,2,7,2,,4,2,1d,27,1
府幻の鏡柱殿 府幻的镜柱殿,鏡柱殿のカトリト 镜柱殿的卡特利特,,1,2,7,2,,4,4,1d,27,1
府幻の鏡柱殿 府幻的镜柱殿,胞子骸骨 孢子骸骨,,,1,7,2,,1,9,1d,27,1
府幻の鏡柱殿 府幻的镜柱殿,角蜥蜴リザミロドン 角蜥蜴利扎米罗顿,,,1,7,2,,7,7,1d,27,1
府幻の鏡柱殿 府幻的镜柱殿,府幻の竜人兵 府幻的龙人兵,,,1,7,2,,4,1,1d,27,1
府幻の鏡柱殿 府幻的镜柱殿,掘削の彫像 掘削的雕像,,,1,7,2,,9,2,1d,27,1
府幻の竜骨堂 府幻的龙骨堂,雷府竜シウケトル 雷府龙希乌凯托尔,,1,2,7,2,,6,e,1e,28,1
府幻の竜骨堂 府幻的龙骨堂,府幻の竜人兵 府幻的龙人兵,1,,,7,2,2,4,8,1d,27,1
府幻の竜骨堂 府幻的龙骨堂,府幻の竜人兵 府幻的龙人兵,,,,7,2,,5,4,1d,27,1
府幻の竜骨堂 府幻的龙骨堂,這竜リムドラギル 爬龙利姆德拉吉尔,,,,7,2,,6,8,1d,27,1
府幻の竜骨堂 府幻的龙骨堂,動く彫像 会动的雕像,,,,7,2,,3,6,1d,27,1
府幻の竜骨堂 府幻的龙骨堂,掘削の彫像 掘削的雕像,,,,7,2,,9,9,1d,27,1
府幻の竜骨堂 府幻的龙骨堂,幻獣ダルクヒドラ 幻兽达尔库希德拉,,,,7,2,,8,6,1d,27,1
荒んだ北山峡 荒芜的北山峡,胞子骸骨 孢子骸骨,,,,7,2,,3,9,20,2a,1
荒んだ北山峡 荒芜的北山峡,ドラゴニュート 德拉贡纽特,1,,,7,2,7,c,a,20,2a,1
荒んだ北山峡 荒芜的北山峡,角蜥蜴リザミロドン 角蜥蜴利扎米罗顿,1,,,7,2,7,c,a,20,2a,1
荒んだ北山峡 荒芜的北山峡,府幻の竜人兵 府幻的龙人兵,1,,,7,2,6,8,7,20,2a,1
荒んだ北山峡 荒芜的北山峡,這竜リムドラ 爬龙利姆德拉,,,,7,2,,a,1,20,2a,1
荒んだ北山峡 荒芜的北山峡,ストームドラゴン 风暴龙,1,,,7,2,6,8,7,20,2a,1
荒んだ北山峡 荒芜的北山峡,ストームドラゴン 风暴龙,,,,7,2,,a,10,20,2a,1
荒んだ北山峡 荒芜的北山峡,雷精獣ジルラム 雷精兽吉尔拉姆,,,,7,2,,b,f,20,2a,1
荒んだ北山峡 荒芜的北山峡,火蜥蜴ゴーファラム 火蜥蜴戈法拉姆,,,,7,2,,6,4,20,2a,1
荒んだ北山峡 荒芜的北山峡,ハルピュア 哈尔皮亚,1,,,7,2,8,f,6,20,2a,1
荒んだ北山峡 荒芜的北山峡,ハルピュア 哈尔皮亚,1,,,7,2,9,f,c,20,2a,1
荒んだ北山峡 荒芜的北山峡,ルトハルピュア 鲁托哈尔皮亚,2,,,7,2,8,f,8,20,2a,1
荒んだ北山峡 荒芜的北山峡,ルトハルピュア 鲁托哈尔皮亚,2,,,7,2,9,f,a,20,2a,1
荒んだ北山峡 荒芜的北山峡,ルトハルピュア 鲁托哈尔皮亚,,,,7,2,,e,e,20,2a,1
荒んだ北山峡 荒芜的北山峡,グロウハルピュア 格洛哈尔皮亚,,,,7,2,,f,9,21,2b,1
荒んだ北山峡 荒芜的北山峡,死魂霊 死魂灵,,,,7,2,,3,3,20,2a,1
竜閣の城砦 龙阁城砦,絶氷公カルメルグ 绝冰公卡尔梅尔格,,,2,7,2,,3,7,1f,29,1
竜閣の城砦 龙阁城砦,ドラゴニュート 德拉贡纽特,,,,7,2,,7,7,1e,28,1
竜閣の城砦 龙阁城砦,ドラゴニュート 德拉贡纽特,,,,7,2,,7,8,1e,28,1
竜閣の城砦 龙阁城砦,竜閣の蒼兵 龙阁的苍兵,,,,7,2,,b,4,1e,28,1
竜閣の城砦 龙阁城砦,竜閣の蒼兵 龙阁的苍兵,,,,7,2,,d,9,1e,28,1
竜閣の城砦 龙阁城砦,ストームドラゴン 风暴龙,1,,,7,2,5,a,5,1e,28,1
竜閣の城砦 龙阁城砦,ストームドラゴン 风暴龙,1,,,7,2,6,f,5,1e,28,1
竜閣の城砦 龙阁城砦,這竜リムドラ 爬龙利姆德拉,,,,7,2,,13,2,1e,28,1
竜閣の城砦 龙阁城砦,幻獣ダルクヒドラ 幻兽达尔库希德拉,,,,7,2,,d,7,1e,28,1
竜閣の城砦 龙阁城砦,魔法砦,,,,7,2,,a,2,1e,28,1
竜閣の城砦 龙阁城砦,魔法砦,,,,7,2,,f,8,1e,28,1
竜閣の城砦 龙阁城砦,ドラゴニュート 德拉贡纽特,,,,,3,,,,1e,28,1
竜閣の城砦 龙阁城砦,ドラゴニュート 德拉贡纽特,,,,,3,,,,1e,28,1
竜閣の城砦 龙阁城砦,ドラゴニュート 德拉贡纽特,,,,,3,,,,1e,28,1
竜閣の強襲路 龙阁强袭路,ドラゴニュート 德拉贡纽特,,,,7,2,,4,8,1e,28,1
竜閣の強襲路 龙阁强袭路,竜閣の蒼兵 龙阁的苍兵,,,,7,2,,b,4,1e,28,1
竜閣の強襲路 龙阁强袭路,ストームドラゴン 风暴龙,1,,,7,2,5,a,5,1e,28,1
竜閣の強襲路 龙阁强袭路,幻獣ダルクヒドラ 幻兽达尔库希德拉,,,,7,2,,d,7,1e,28,1
凍てつく湖畔 冰封的湖畔,錯縛の流燐結騎 错缚的流燐结骑,,,,7,4,,8,2,13,1d,1
凍てつく湖畔 冰封的湖畔,錯縛の流燐結騎 错缚的流燐结骑,,,,7,2,,8,2,13,1d,1
凍てつく湖畔 冰封的湖畔,錯縛の水精 错缚的水精,,,2,7,4,,7,1,11,1b,1
凍てつく湖畔 冰封的湖畔,錯縛の水精 错缚的水精,,,2,7,4,,9,1,11,1b,1
凍てつく湖畔 冰封的湖畔,雷精獣ジルラム 雷精兽吉尔拉姆,,,2,7,2,,6,5,11,1b,1
凍てつく湖畔 冰封的湖畔,雷精獣ジルラム 雷精兽吉尔拉姆,,,2,7,2,,a,5,11,1b,1
凍てつく湖畔 冰封的湖畔,雷精獣ジルラム 雷精兽吉尔拉姆,,,,7,2,,9,8,11,1b,1
凍てつく湖畔 冰封的湖畔,雷精獣ジルラム 雷精兽吉尔拉姆,,,,7,2,,7,7,11,1b,1
凍てつく湖畔 冰封的湖畔,土精ウォルベヅネ 土精沃尔贝兹内,,,2,7,2,,7,6,11,1b,1
凍てつく湖畔 冰封的湖畔,土精ウォルベヅネ 土精沃尔贝兹内,,,2,7,2,,8,6,11,1b,1
凍てつく湖畔 冰封的湖畔,土精ウォルベヅネ 土精沃尔贝兹内,,,2,7,2,,9,6,11,1b,1
凍てつく湖畔 冰封的湖畔,土精ウォルベヅネ 土精沃尔贝兹内,,,,7,2,,5,5,11,1b,1
凍てつく湖畔 冰封的湖畔,風精シルフィ 风精希尔菲,,,,7,2,,1,8,11,1b,1
凍てつく湖畔 冰封的湖畔,風精シルフィ 风精希尔菲,,,,7,2,,4,8,11,1b,1
凍てつく湖畔 冰封的湖畔,荒ぶる氷乙女 狂暴的冰少女,,,,7,2,,1,2,2d,37,1
閉ざされた氷都市 封闭的冰都市,荒ぶる氷乙女 狂暴的冰少女,,,,7,2,,10,5,2d,37,1
閉ざされた氷都市 封闭的冰都市,荒ぶる氷乙女 狂暴的冰少女,,,,7,2,,13,b,2d,37,1
閉ざされた氷都市 封闭的冰都市,荒ぶる氷乙女 狂暴的冰少女,,,,7,2,,16,a,2d,37,1
閉ざされた氷都市 封闭的冰都市,動く彫像 会动的雕像,,,,7,2,,18,6,2d,37,1
閉ざされた氷都市 封闭的冰都市,動く彫像 会动的雕像,,,,7,2,,5,4,2d,37,1
閉ざされた氷都市 封闭的冰都市,動く彫像 会动的雕像,,,,7,2,,8,8,2d,37,1
閉ざされた氷都市 封闭的冰都市,鎚使霊 锤使灵,,,,7,2,,e,9,2d,37,1
閉ざされた氷都市 封闭的冰都市,輪極の凍河乙女 轮极之冻河少女,,,,7,2,,11,2,2d,37,1
閉ざされた氷都市 封闭的冰都市,輪極の凍河乙女 轮极之冻河少女,,,,7,2,,10,a,2d,37,1
閉ざされた氷都市 封闭的冰都市,輪極の凍河乙女 轮极之冻河少女,,,,7,2,,12,5,2d,37,1
閉ざされた氷都市 封闭的冰都市,ストーンゴーレム 石魔像,,,,7,2,,18,3,2d,37,1
閉ざされた氷都市 封闭的冰都市,ストーンゴーレム 石魔像,,,,7,2,,8,3,2d,37,1
閉ざされた氷都市 封闭的冰都市,ストーンゴーレム 石魔像,,,,7,2,,a,5,2d,37,1
閉ざされた氷都市 封闭的冰都市,自壊した石造兵 自毁的石造兵,,,,7,2,,2,2,2d,37,1
閉ざされた氷都市 封闭的冰都市,魔壁霊 魔壁灵,,,,7,2,,e,3,2d,37,1
閉ざされた氷都市 封闭的冰都市,魔壁霊 魔壁灵,,,,7,2,,a,9,2d,37,1
閉ざされた氷都市 封闭的冰都市,大天使ゴスハザ 大天使戈斯哈扎,,,,7,2,,15,7,2d,37,1
閉ざされた氷都市 封闭的冰都市,誘う捕食箱 引诱的捕食箱,,,4,7,2,,1,9,2d,37,1
紅魔の扉 红魔之门,魔神バンブビルグ 魔神班布比尔格,,1,2,,2,,,,3d,47,1
紅魔の扉 红魔之门,荒ぶる氷乙女 狂暴的冰少女,1,,,7,2,6,8,a,3c,46,1
紅魔の扉 红魔之门,荒ぶる氷乙女 狂暴的冰少女,1,,,7,2,7,c,a,3c,46,1
紅魔の扉 红魔之门,荒ぶる氷乙女 狂暴的冰少女,1,,,7,2,8,c,12,3c,46,1
紅魔の扉 红魔之门,荒ぶる氷乙女 狂暴的冰少女,,,,7,2,,6,2,3c,46,1
紅魔の扉 红魔之门,荒ぶる氷乙女 狂暴的冰少女,,,,,2,,,,3c,46,1
紅魔の扉 红魔之门,輪極の蝕樹 轮极之蚀树,,,,7,2,,3,11,3c,46,1
紅魔の扉 红魔之门,輪極の蝕樹 轮极之蚀树,,,,7,2,,c,5,3c,46,1
紅魔の扉 红魔之门,輪極の蝕樹 轮极之蚀树,,,,7,2,,5,a,3c,46,1
紅魔の扉 红魔之门,輪極の蝕樹 轮极之蚀树,,,,7,2,,e,a,3c,46,1
紅魔の扉 红魔之门,輪極の蝕樹 轮极之蚀树,,,,7,2,,a,7,3c,46,1
紅魔の扉 红魔之门,輪極の蝕樹 轮极之蚀树,,,,,2,,,,3c,46,1
紅魔の扉 红魔之门,輪極の蝕樹 轮极之蚀树,,,,7,2,,9,9,3c,46,1
紅魔の扉 红魔之门,輪極の蝕樹 轮极之蚀树,,,,7,2,,9,a,3c,46,1
紅魔の扉 红魔之门,輪極の蝕樹 轮极之蚀树,,,,7,2,,9,b,3c,46,1
紅魔の扉 红魔之门,輪極の蝕樹 轮极之蚀树,1,,,7,2,9,6,3,3c,46,1
紅魔の扉 红魔之门,荒ぶる氷乙女 狂暴的冰少女,1,,,7,2,a,6,11,3c,46,1
歪滅妖の裂け目 歪灭妖的裂缝,魔神バンブクスクス 魔神班布库斯库斯,,1,2,7,2,,c,2,41,4b,1
歪滅妖の裂け目 歪灭妖的裂缝,輪極の蝕樹 轮极之蚀树,1,,,7,2,7,c,9,40,4a,1
歪滅妖の裂け目 歪灭妖的裂缝,輪極の蝕樹 轮极之蚀树,1,,,7,2,5,2,5,40,4a,1
歪滅妖の裂け目 歪灭妖的裂缝,輪極の蝕樹 轮极之蚀树,1,,,7,2,6,7,4,40,4a,1
歪滅妖の裂け目 歪灭妖的裂缝,輪極の蝕樹 轮极之蚀树,1,,2,7,2,d,a,4,40,4a,1
歪滅妖の裂け目 歪灭妖的裂缝,輪極の蝕樹 轮极之蚀树,,,,7,2,,9,d,40,4a,1
歪滅妖の裂け目 歪灭妖的裂缝,歪魔グントーノ 歪魔贡托诺,1,,,7,2,8,8,e,40,4a,1
歪滅妖の裂け目 歪灭妖的裂缝,歪魔グントーノ 歪魔贡托诺,1,,,7,2,9,8,f,40,4a,1
歪滅妖の裂け目 歪灭妖的裂缝,歪魔グントーノ 歪魔贡托诺,,,,7,2,,3,4,40,4a,1
歪滅妖の裂け目 歪灭妖的裂缝,歪魔グントーノ 歪魔贡托诺,1,,2,7,2,a,b,1,40,4a,1
歪滅妖の裂け目 歪灭妖的裂缝,歪魔グントーノ 歪魔贡托诺,1,,2,7,2,b,c,1,40,4a,1
歪滅妖の裂け目 歪灭妖的裂缝,歪魔グントーノ 歪魔贡托诺,1,,2,7,2,c,d,1,40,4a,1
歪滅妖の裂け目 歪灭妖的裂缝,荒ぶる氷乙女 狂暴的冰少女,1,,,7,2,6,7,4,40,4a,1
歪滅妖の裂け目 歪灭妖的裂缝,荒ぶる氷乙女 狂暴的冰少女,1,,2,7,2,e,e,4,40,4a,1
歪滅妖の裂け目 歪灭妖的裂缝,荒ぶる氷乙女 狂暴的冰少女,,,,7,2,,7,6,40,4a,1
歪滅妖の裂け目 歪灭妖的裂缝,歪魔グントーノ 歪魔贡托诺,1,,,7,2,1b,9,7,40,4a,1
歪滅妖の裂け目 歪灭妖的裂缝,歪魔グントーノ 歪魔贡托诺,1,,,7,2,1c,9,8,40,4a,1
歪滅妖の裂け目 歪灭妖的裂缝,歪魔グントーノ 歪魔贡托诺,1,,,7,2,1d,9,9,40,4a,1
ブネの歪巣 布涅的歪巢,魔神ブネ 魔神布涅,,,2,7,2,,2,3,49,53,1
ブネの歪巣 布涅的歪巢,輪極の蝕樹 轮极之蚀树,,,,7,2,,2,8,48,52,1
ブネの歪巣 布涅的歪巢,輪極の蝕樹 轮极之蚀树,1,,,7,2,28,f,1,48,52,1
ブネの歪巣 布涅的歪巢,輪極の蝕樹 轮极之蚀树,,,,7,2,,1,9,48,52,1
ブネの歪巣 布涅的歪巢,輪極の蝕樹 轮极之蚀树,,,,7,2,,3,9,48,52,1
ブネの歪巣 布涅的歪巢,歪魔グントーノ 歪魔贡托诺,1,,,7,2,2a,5,d,48,52,1
ブネの歪巣 布涅的歪巢,歪魔グントーノ 歪魔贡托诺,,,,7,2,,e,9,48,52,1
ブネの歪巣 布涅的歪巢,歪魔グントーノ 歪魔贡托诺,,,,7,2,,9,a,48,52,1
ブネの歪巣 布涅的歪巢,輪極の蝕貝獣 轮极之蚀贝兽,,,,7,2,,4,b,48,52,1
