来源,单位id,单位名,TID,文案(日),文案(中),训练名串地址,6c5595,6c55f9 前置要求,6c565d 数量,6c56c1 类型 - 种族,6c5725 类型 - 性别,6c5789 类型 - 属性,6c57ed 等级,6c589f,6c58a7,6c58a8,6c58ae,6c58af,6c58b0,6c58b6,6c58b7,6c58b8,6c58be,6c58bf,6c58c7,6c58ce,6c58cf,6c5c53,6c5c5f,6c5c6b,6c5c6c,6c5c77,6c5c78,6c5c83,6c5c84,6c5c90,6c5c91,6c5c9c,6c5c9d,6c5ca9,6c5caa,6c5cb5,6c5cb6,6c5cb7,6c5cc1,6c5cc2,6c5cc3,6c5ccd,6c5cce,6c5ccf,6c5cda,6c5cdb,6c5cdc,6c5ce7,6c5ce8,6c5cf3,6c5cf4,6c5cff,6c5d00,6c5d01,6c5d0c,6c5d0d,6c5d18,6c5d19,6c5d24,6c5d25,6c5d30,6c5d31,6c5d32,6c5d3d,6c5d3e,6c5d49,6c5d4a,6c5d56,6c5d57,6c5d62,6c5d63,6c5d6e,6c5d6f,6c5d7b,6c5d7c,6c5d87,6c5d88,6c5d93,6c5d94,6c5d9f,6c5da0,6c5da1,6c5dac,6c5dae,6c5db9,6c5dba,6c5dc6,6c5dd2,6c5dea,6c5ded,6c5df6,6c5df9,6c5e02,6c5e0f,6c5e1b,6c5e1c,6c5e1f,6c5e21,6c5e27,6c5e29,6c5e2c,6c5e2e,6c5e36,6c5e3d,6c5e43,6c5e4f,6c5e5c,6c5e68,6c5e75,6c5e81,6c5e8e,6c5e9a,6c5ea7,6c5eb3,6c5ec0,6c5ecc,6c5ed9,6c6085 效果 - 技能,属性(解码)
DRINIT.txt,35,華燐結騎,34,★４以上の地脈属性　×５,★４以上的地脉属性　×５,1d4c4,208,2,5,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,地脉
DRINIT.txt,35,華燐結騎,35,★２以上の不死　×４,★２以上的不死　×４,1d4c5,109,,4,c,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,35,華燐結騎,36,★３以上の不死　×３,★３以上的不死　×３,1d4c6,10a,35,3,c,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,
$3$DRINIT.txt,35,華燐結騎,37,★２以上の鬼　×２,★２以上的鬼　×２,1d4c7,226,16,2,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,
$3$DRINIT.txt,35,華燐結騎,38,★３以上の鬼　×４,★３以上的鬼　×４,1d4c8,230,37,4,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,
$3$DRINIT.txt,35,華燐結騎,39,★４以上の鬼　×６,★４以上的鬼　×６,1d4c9,23a,38,6,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,
$3$DRINIT.txt,35,華燐結騎,3a,★３以上の不死　×４,★３以上的不死　×４,1d4ca,244,,4,c,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e,,,,,,,,,,,,,,,,,,,
$3$DRINIT.txt,35,華燐結騎,3b,★４以上の悪魔　×４,★４以上的恶魔　×４,1d4cb,24e,,4,8,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,
$3$DRINIT.txt,35,華燐結騎,3c,★１以上の巨人　×４,★１以上的巨人　×４,1d4cc,258,1e,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,
$3$DRINIT.txt,35,華燐結騎,3d,★３以上の巨人　×６,★３以上的巨人　×６,1d4cd,262,3c,6,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,
$3$DRINIT.txt,35,華燐結騎,3e,★１以上の創造　×４,★１以上的创造　×４,1d4ce,26c,21,4,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
$3$DRINIT.txt,35,華燐結騎,3f,★４以上の創造　×６,★４以上的创造　×６,1d4cf,276,3e,6,d,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,
$3$DRINIT.txt,35,華燐結騎,40,★１以上の霊体　×４,★１以上的灵体　×４,1d4d0,280,24,4,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
$3$DRINIT.txt,35,華燐結騎,41,★４以上の霊体　×６,★４以上的灵体　×６,1d4d1,28a,40,6,b,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,
$3$DRINIT.txt,35,華燐結騎,42,★１以上の天使　×４,★１以上的天使　×４,1d4d2,294,27,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
$3$DRINIT.txt,35,華燐結騎,43,★４以上の天使　×６,★４以上的天使　×６,1d4d3,29e,42,6,7,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
$3$DRINIT.txt,35,華燐結騎,44,★１以上の魔獣　×４,★１以上的魔兽　×４,1d4d4,2a8,2a,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
$3$DRINIT.txt,35,華燐結騎,45,★４以上の魔獣　×６,★４以上的魔兽　×６,1d4d5,2b2,44,6,9,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
$3$DRINIT.txt,35,華燐結騎,46,★１以上の幻獣　×４,★１以上的幻兽　×４,1d4d6,2bc,2d,4,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
$3$DRINIT.txt,35,華燐結騎,47,★３以上の幻獣　×６,★３以上的幻兽　×６,1d4d7,2c6,46,6,a,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,
$3$DRINIT.txt,35,華燐結騎,48,★５　×１０,,1d4d8,2d0,2e,a,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
$3$DRINIT.txt,35,華燐結騎,49,★４以上の地脈属性　×５,★４以上的地脉属性　×５,1d4d9,2da,4d,5,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,地脉
$3$DRINIT.txt,35,華燐結騎,4a,★５以上の地脈属性　×５,★５以上的地脉属性　×５,1d4da,2e4,50,5,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2,地脉
$3$DRINIT.txt,35,華燐結騎,4b,★１以上の地脈属性　×２,★１以上的地脉属性　×２,1d4db,2ee,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,地脉
$3$DRINIT.txt,35,華燐結騎,4c,★３以上の地脈属性　×４,★３以上的地脉属性　×４,1d4dc,2f8,4b,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb,地脉
$3$DRINIT.txt,35,華燐結騎,4d,★４以上の地脈属性　×８,★４以上的地脉属性　×８,1d4dd,302,4c,8,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc,地脉
$3$DRINIT.txt,35,華燐結騎,4e,★１以上の地脈属性　×２,★１以上的地脉属性　×２,1d4de,30c,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,地脉
$3$DRINIT.txt,35,華燐結騎,4f,★３以上の地脈属性　×４,★３以上的地脉属性　×４,1d4df,316,4e,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,地脉
$3$DRINIT.txt,35,華燐結騎,50,★４以上の地脈属性　×８,★４以上的地脉属性　×８,1d4e0,320,4f,8,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a,地脉
DRINIT.txt,37,霊虚二舞イ人ノ傀,1,★１以上の女性　×５,★１以上的女性　×５,1d491,a,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15b,
DRINIT.txt,37,霊虚二舞イ人ノ傀,2,★４以上の女性　×２,★４以上的女性　×２,1d492,14,1,2,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15c,
DRINIT.txt,37,霊虚二舞イ人ノ傀,3,★５の女性　×１,★５的女性　×１,1d493,1e,2,1,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,
DRINIT.txt,37,霊虚二舞イ人ノ傀,4,★１以上の女性　×５,★１以上的女性　×５,1d494,28,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d9,
DRINIT.txt,37,霊虚二舞イ人ノ傀,5,★３以上の女性　×３,★３以上的女性　×３,1d495,32,4,3,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da,
DRINIT.txt,37,霊虚二舞イ人ノ傀,6,★２以上の女性　×４,★２以上的女性　×４,1d496,3c,,4,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5,
DRINIT.txt,37,霊虚二舞イ人ノ傀,7,★３以上の女性　×３,★３以上的女性　×３,1d497,46,6,3,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6,
DRINIT.txt,37,霊虚二舞イ人ノ傀,8,★４以上の女性　×２,★４以上的女性　×２,1d498,50,7,2,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7,
DRINIT.txt,37,霊虚二舞イ人ノ傀,9,★３以上の女性　×３,★３以上的女性　×３,1d499,5a,,3,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,
DRINIT.txt,37,霊虚二舞イ人ノ傀,a,★４以上の女性　×２,★４以上的女性　×２,1d49a,64,9,2,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,
DRINIT.txt,37,霊虚二舞イ人ノ傀,b,★５の女性　×１,★５的女性　×１,1d49b,6e,a,1,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,
DRINIT.txt,37,霊虚二舞イ人ノ傀,c,地脈属性　×３,地脉属性　×３,1d49c,78,,3,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地脉
DRINIT.txt,37,霊虚二舞イ人ノ傀,d,冷却属性　×３,冷却属性　×３,1d49d,82,,3,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冷却
DRINIT.txt,37,霊虚二舞イ人ノ傀,e,火炎属性　×３,火炎属性　×３,1d49e,8c,,3,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,火炎
DRINIT.txt,37,霊虚二舞イ人ノ傀,f,電撃属性　×３,电击属性　×３,1d49f,96,,3,,,5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,电击
DRINIT.txt,37,霊虚二舞イ人ノ傀,10,神聖属性　×５,神圣属性　×５,1d4a0,a0,,5,,,6,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,神圣
DRINIT.txt,37,霊虚二舞イ人ノ傀,11,神聖属性　×１０,神圣属性　×１０,1d4a1,aa,10,a,,,6,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,神圣
DRINIT.txt,37,霊虚二舞イ人ノ傀,12,★１以上の鬼　×５,★１以上的鬼　×５,1d4a2,b4,,5,4,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,13,★２以上の鬼　×４,★２以上的鬼　×４,1d4a3,be,12,4,4,,,1,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,14,★３以上の鬼　×３,★３以上的鬼　×３,1d4a4,c8,13,3,4,,,2,,,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,15,★４以上の鬼　×２,★４以上的鬼　×２,1d4a5,d2,14,2,4,,,3,,,,,,,,,,,,,,,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,16,★１以上の精霊　×５,★１以上的精灵　×５,1d4a6,dc,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,17,★３以上の精霊　×３,★３以上的精灵　×３,1d4a7,e6,16,3,6,,,2,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,18,★２以上の亜人　×４,★２以上的亚人　×４,1d4a8,f0,,4,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,19,★３以上の亜人　×３,★３以上的亚人　×３,1d4a9,fa,18,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,1a,★３以上の悪魔　×１,★３以上的恶魔　×１,1d4aa,104,,1,8,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,1b,★３以上の悪魔　×２,★３以上的恶魔　×２,1d4ab,10e,1a,2,8,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,1c,★３以上の悪魔　×３,★３以上的恶魔　×３,1d4ac,118,1b,3,8,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,1d,★１以上の巨人　×５,★１以上的巨人　×５,1d4ad,122,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,1e,★２以上の巨人　×４,★２以上的巨人　×４,1d4ae,12c,1d,4,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,1f,★３以上の巨人　×３,★３以上的巨人　×３,1d4af,136,1e,3,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,20,★４以上　×２,,1d4b0,140,1f,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,21,★５　×１,,1d4b1,14a,20,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,22,★１以上の創造　×５,★１以上的创造　×５,1d4b2,154,,5,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,23,★２以上の創造　×４,★２以上的创造　×４,1d4b3,15e,22,4,d,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,24,★３以上の創造　×３,★３以上的创造　×３,1d4b4,168,23,3,d,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,25,★１以上の霊体　×５,★１以上的灵体　×５,1d4b5,172,,5,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,26,★３以上の霊体　×３,★３以上的灵体　×３,1d4b6,17c,25,3,b,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,27,★１以上の天使　×５,★１以上的天使　×５,1d4b7,186,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,28,★３以上の天使　×３,★３以上的天使　×３,1d4b8,190,27,3,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,29,★１以上の魔獣　×５,★１以上的魔兽　×５,1d4b9,19a,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,2a,★２以上の魔獣　×４,★２以上的魔兽　×４,1d4ba,1a4,29,4,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,37,霊虚二舞イ人ノ傀,2b,★３以上の魔獣　×３,★３以上的魔兽　×３,1d4bb,1ae,2a,3,9,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
