地图号,地图名,点序号,列,行,类型,跟随1,跟随2,跟随3
68,遺却の旧鉱山 废弃的旧矿山,13,a,8,6,d,1,
68,遺却の旧鉱山 废弃的旧矿山,14,b,9,6,a,1,
68,遺却の旧鉱山 废弃的旧矿山,15,a,a,6,b,6,
68,遺却の旧鉱山 废弃的旧矿山,16,a,1,6,b,9,
68,遺却の旧鉱山 废弃的旧矿山,17,b,6,6,a,a,
68,遺却の旧鉱山 废弃的旧矿山,18,d,1,6,a,8,
68,遺却の旧鉱山 废弃的旧矿山,19,1,4,8(宝物堆),119,2,
68,遺却の旧鉱山 废弃的旧矿山,20,b,4,8(宝物堆),cc,3,
68,遺却の旧鉱山 废弃的旧矿山,21,d,8,8(宝物堆),137,5,
68,遺却の旧鉱山 废弃的旧矿山,22,e,8,8(宝物堆),18a,2,
68,遺却の旧鉱山 废弃的旧矿山,23,e,7,8(宝物堆),d4,1,
68,遺却の旧鉱山 废弃的旧矿山,24,1,a,8(宝物堆),ca,5,
68,遺却の旧鉱山 废弃的旧矿山,25,a,4,1c,a,,
68,遺却の旧鉱山 废弃的旧矿山,26,a,9,5(刷怪旋涡),5,6,
68,遺却の旧鉱山 废弃的旧矿山,27,7,1,13,2,,
68,遺却の旧鉱山 废弃的旧矿山,28,4,a,13,2,,
8d,国境の迎撃隧道 国境的迎击隧道,0,c,1,20(挖掘点),3,,
8d,国境の迎撃隧道 国境的迎击隧道,1,10,5,20(挖掘点),f,5,
8d,国境の迎撃隧道 国境的迎击隧道,2,a,1,5(刷怪旋涡),2,8,
8d,国境の迎撃隧道 国境的迎击隧道,3,7,7,5(刷怪旋涡),3,6,
8d,国境の迎撃隧道 国境的迎击隧道,4,c,9,5(刷怪旋涡),2,8,
8d,国境の迎撃隧道 国境的迎击隧道,5,c,3,1c,a,,
8d,国境の迎撃隧道 国境的迎击隧道,6,1,5,29(枯萎的嫩芽),a,,
8d,国境の迎撃隧道 国境的迎击隧道,7,5,6,29(枯萎的嫩芽),a,,
8d,国境の迎撃隧道 国境的迎击隧道,8,9,7,29(枯萎的嫩芽),a,,
8d,国境の迎撃隧道 国境的迎击隧道,9,9,9,29(枯萎的嫩芽),a,,
8d,国境の迎撃隧道 国境的迎击隧道,10,1,9,7,b1c,1,
8d,国境の迎撃隧道 国境的迎击隧道,11,1,1,3d,,,
8d,国境の迎撃隧道 国境的迎击隧道,12,b,5,f(治愈点),,,
8d,国境の迎撃隧道 国境的迎击隧道,13,b,5,10,,,
8d,国境の迎撃隧道 国境的迎击隧道,14,3,7,15,2,,
8d,国境の迎撃隧道 国境的迎击隧道,15,a,3,15,2,,
8d,国境の迎撃隧道 国境的迎击隧道,16,d,5,15,2,,
8d,国境の迎撃隧道 国境的迎击隧道,17,2,7,b,,,
8d,国境の迎撃隧道 国境的迎击隧道,18,1,7,7,11c,1,
8d,国境の迎撃隧道 国境的迎击隧道,19,7,3,f(治愈点),,,
8d,国境の迎撃隧道 国境的迎击隧道,20,f,4,1c,a,,
8d,国境の迎撃隧道 国境的迎击隧道,21,8,8,21,25,,
8e,崖下の熱滝 崖下的热瀑布,0,1,e,5(刷怪旋涡),3,d,
8e,崖下の熱滝 崖下的热瀑布,1,3,e,5(刷怪旋涡),5,8,
8e,崖下の熱滝 崖下的热瀑布,2,1,5,20(挖掘点),11,5,
8e,崖下の熱滝 崖下的热瀑布,3,1,9,20(挖掘点),11,7,
8e,崖下の熱滝 崖下的热瀑布,4,a,f,20(挖掘点),11,3,
8e,崖下の熱滝 崖下的热瀑布,5,a,12,1f(采集点),12,7,
8e,崖下の熱滝 崖下的热瀑布,6,a,13,1f(采集点),12,6,
8e,崖下の熱滝 崖下的热瀑布,7,5,3,1c,a,,
8e,崖下の熱滝 崖下的热瀑布,8,6,a,1c,a,,
8e,崖下の熱滝 崖下的热瀑布,9,9,d,1c,9,,
8e,崖下の熱滝 崖下的热瀑布,10,1,7,2b,28,,
8e,崖下の熱滝 崖下的热瀑布,11,5,4,2b,28,,
8e,崖下の熱滝 崖下的热瀑布,12,8,1,7,209,1,
8e,崖下の熱滝 崖下的热瀑布,13,a,5,7,188,2,
8e,崖下の熱滝 崖下的热瀑布,14,1,14,8(宝物堆),cb,5,
8e,崖下の熱滝 崖下的热瀑布,15,2,2,3d,,,
8e,崖下の熱滝 崖下的热瀑布,16,6,2,2(出击门),2,,
8e,崖下の熱滝 崖下的热瀑布,17,a,8,2(出击门),1,,
8e,崖下の熱滝 崖下的热瀑布,18,2,11,f(治愈点),,,
8e,崖下の熱滝 崖下的热瀑布,19,4,8,1e,,,
8e,崖下の熱滝 崖下的热瀑布,20,5,7,1e,,,
8e,崖下の熱滝 崖下的热瀑布,21,6,8,1e,,,
8e,崖下の熱滝 崖下的热瀑布,22,7,7,1e,,,
8e,崖下の熱滝 崖下的热瀑布,23,4,c,1e,,,
8e,崖下の熱滝 崖下的热瀑布,24,5,d,1e,,,
8e,崖下の熱滝 崖下的热瀑布,25,6,c,1e,,,
8e,崖下の熱滝 崖下的热瀑布,26,7,d,1e,,,
8e,崖下の熱滝 崖下的热瀑布,27,3,10,16,2,,
8e,崖下の熱滝 崖下的热瀑布,28,1,12,16,2,,
8e,崖下の熱滝 崖下的热瀑布,29,8,b,16,2,,
8e,崖下の熱滝 崖下的热瀑布,30,2,a,15,2,,
8e,崖下の熱滝 崖下的热瀑布,31,9,13,15,2,,
8e,崖下の熱滝 崖下的热瀑布,32,a,1,21,24,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,0,a,d,2(出击门),,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,1,3,13,2(出击门),,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,2,2,b,2(出击门),2,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,3,2,5,5(刷怪旋涡),7,7,
8f,ドシュア砕屑崖 多舒阿碎屑崖,4,5,b,5(刷怪旋涡),7,7,
8f,ドシュア砕屑崖 多舒阿碎屑崖,5,b,8,5(刷怪旋涡),5,a,
8f,ドシュア砕屑崖 多舒阿碎屑崖,6,14,7,5(刷怪旋涡),5,a,
8f,ドシュア砕屑崖 多舒阿碎屑崖,7,7,f,5(刷怪旋涡),8,6,
8f,ドシュア砕屑崖 多舒阿碎屑崖,8,7,15,5(刷怪旋涡),8,6,
8f,ドシュア砕屑崖 多舒阿碎屑崖,9,13,1,1f(采集点),17,a,
8f,ドシュア砕屑崖 多舒阿碎屑崖,10,2,10,20(挖掘点),17,7,
8f,ドシュア砕屑崖 多舒阿碎屑崖,11,15,c,20(挖掘点),17,8,
8f,ドシュア砕屑崖 多舒阿碎屑崖,12,1,10,20(挖掘点),17,7,
8f,ドシュア砕屑崖 多舒阿碎屑崖,13,9,12,20(挖掘点),17,8,
8f,ドシュア砕屑崖 多舒阿碎屑崖,14,a,6,1c,a,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,15,11,c,1c,a,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,16,5,13,1c,a,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,17,2,8,1c,a,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,18,b,12,1c,9,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,19,e,5,2b,28,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,20,15,a,2b,28,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,21,7,10,2b,28,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,22,e,15,2b,28,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,23,f,15,2b,28,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,24,5,8,7,afc,1,
8f,ドシュア砕屑崖 多舒阿碎屑崖,25,11,8,7,afa,1,
8f,ドシュア砕屑崖 多舒阿碎屑崖,26,3,f,7,b11,1,
8f,ドシュア砕屑崖 多舒阿碎屑崖,27,1,e,7,afe,1,
8f,ドシュア砕屑崖 多舒阿碎屑崖,28,7,5,8(宝物堆),189,3,
8f,ドシュア砕屑崖 多舒阿碎屑崖,29,8,d,8(宝物堆),11d,1,
8f,ドシュア砕屑崖 多舒阿碎屑崖,30,b,f,8(宝物堆),137,2,
8f,ドシュア砕屑崖 多舒阿碎屑崖,31,2,6,12,2,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,32,14,5,12,2,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,33,8,c,12,2,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,34,13,b,12,2,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,35,6,11,12,2,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,36,a,13,12,2,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,37,1,d,d,,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,38,5,c,f(治愈点),,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,39,6,15,f(治愈点),,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,40,f,13,2(出击门),,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,41,2,14,d,,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,42,1,14,7,83d,1,
8f,ドシュア砕屑崖 多舒阿碎屑崖,43,9,9,21,23,,
8f,ドシュア砕屑崖 多舒阿碎屑崖,44,12,10,5(刷怪旋涡),3,d,
a1,溶け落ちる集落 熔解的村落,0,2,c,2(出击门),,,
a1,溶け落ちる集落 熔解的村落,1,c,7,2(出击门),2,,
a1,溶け落ちる集落 熔解的村落,2,8,6,5(刷怪旋涡),4,a,
a1,溶け落ちる集落 熔解的村落,3,6,8,5(刷怪旋涡),4,a,
a1,溶け落ちる集落 熔解的村落,4,b,1,20(挖掘点),15,8,
a1,溶け落ちる集落 熔解的村落,5,c,1,20(挖掘点),15,8,
a1,溶け落ちる集落 熔解的村落,6,d,3,20(挖掘点),15,8,
a1,溶け落ちる集落 熔解的村落,7,8,3,20(挖掘点),15,8,
a1,溶け落ちる集落 熔解的村落,8,3,6,20(挖掘点),15,8,
a1,溶け落ちる集落 熔解的村落,9,7,1,1c,a,,
a1,溶け落ちる集落 熔解的村落,10,7,c,1c,a,,
a1,溶け落ちる集落 熔解的村落,11,3,8,29(枯萎的嫩芽),a,,
a1,溶け落ちる集落 熔解的村落,12,8,d,29(枯萎的嫩芽),a,,
a1,溶け落ちる集落 熔解的村落,13,d,b,29(枯萎的嫩芽),a,,
a1,溶け落ちる集落 熔解的村落,14,d,c,29(枯萎的嫩芽),a,,
a1,溶け落ちる集落 熔解的村落,15,1,e,2b,28,,
a1,溶け落ちる集落 熔解的村落,16,3,e,2b,28,,
a1,溶け落ちる集落 熔解的村落,17,c,2,2c,50,,
a1,溶け落ちる集落 熔解的村落,18,2,11,7,3ec,1,
a1,溶け落ちる集落 熔解的村落,19,2,10,c,,,
a1,溶け落ちる集落 熔解的村落,20,3,f,8(宝物堆),63f,2,
a1,溶け落ちる集落 熔解的村落,21,c,11,8(宝物堆),cd,3,
a1,溶け落ちる集落 熔解的村落,22,d,10,8(宝物堆),d0,3,
a1,溶け落ちる集落 熔解的村落,23,d,11,8(宝物堆),d2,3,
a1,溶け落ちる集落 熔解的村落,24,1,6,12,2,,
a1,溶け落ちる集落 熔解的村落,25,b,3,12,2,,
a1,溶け落ちる集落 熔解的村落,26,5,6,12,2,,
a1,溶け落ちる集落 熔解的村落,27,9,8,12,2,,
a1,溶け落ちる集落 熔解的村落,28,6,b,12,2,,
a1,溶け落ちる集落 熔解的村落,29,c,c,12,2,,
a1,溶け落ちる集落 熔解的村落,30,b,6,12,2,,
a1,溶け落ちる集落 熔解的村落,31,7,4,12,2,,
a1,溶け落ちる集落 熔解的村落,32,3,d,12,2,,
a1,溶け落ちる集落 熔解的村落,33,2,7,f(治愈点),,,
a1,溶け落ちる集落 熔解的村落,34,8,8,5(刷怪旋涡),3,d,
a2,魔人墓楼,0,8,b,20(挖掘点),9,,
a2,魔人墓楼,1,9,f,1f(采集点),19,7,
a2,魔人墓楼,2,2,b,1f(采集点),19,7,
a2,魔人墓楼,3,3,8,5(刷怪旋涡),4,7,
a2,魔人墓楼,4,7,8,5(刷怪旋涡),4,7,
a2,魔人墓楼,5,3,c,5(刷怪旋涡),4,7,
a2,魔人墓楼,6,7,c,5(刷怪旋涡),4,7,
a2,魔人墓楼,7,2,f,5(刷怪旋涡),5,6,
a2,魔人墓楼,8,9,d,5(刷怪旋涡),5,6,
a2,魔人墓楼,9,5,c,1c,c,,
a2,魔人墓楼,10,9,13,1c,d,,
a2,魔人墓楼,11,9,9,8(宝物堆),d2,1,
a2,魔人墓楼,12,1,e,8(宝物堆),d0,1,
a2,魔人墓楼,13,2,12,8(宝物堆),d5,1,
a2,魔人墓楼,14,5,7,a,,,
a2,魔人墓楼,15,5,8,40,,,
a2,魔人墓楼,16,5,2,7,afe,1,
a2,魔人墓楼,17,6,e,f(治愈点),,,
a2,魔人墓楼,18,5,13,f(治愈点),,,
a2,魔人墓楼,19,5,13,10,,,
a2,魔人墓楼,20,3,10,2b,28,,
a2,魔人墓楼,21,3,11,2b,28,,
a2,魔人墓楼,22,7,10,2b,28,,
a2,魔人墓楼,23,7,11,2b,28,,
a2,魔人墓楼,24,5,5,2(出击门),,,
a2,魔人墓楼,25,2,5,21,23,,
a2,魔人墓楼,26,4,9,f(治愈点),,,
a2,魔人墓楼,27,4,a,13,2,,
a2,魔人墓楼,28,2,13,13,2,,
a2,魔人墓楼,29,9,14,11,2,,
b5,荒れ果てた森都 荒废的森都,0,10,b,f(治愈点),,,
b5,荒れ果てた森都 荒废的森都,1,10,b,10,,,
b5,荒れ果てた森都 荒废的森都,2,d,c,2(出击门),,,
b5,荒れ果てた森都 荒废的森都,3,4,9,2(出击门),,,
b5,荒れ果てた森都 荒废的森都,4,5,6,5(刷怪旋涡),6,7,
b5,荒れ果てた森都 荒废的森都,5,9,9,5(刷怪旋涡),5,8,
b5,荒れ果てた森都 荒废的森都,6,f,a,5(刷怪旋涡),5,8,
b5,荒れ果てた森都 荒废的森都,7,5,1,20(挖掘点),18,6,
b5,荒れ果てた森都 荒废的森都,8,2,8,20(挖掘点),18,7,
b5,荒れ果てた森都 荒废的森都,9,2,9,20(挖掘点),18,8,
b5,荒れ果てた森都 荒废的森都,10,1,9,20(挖掘点),18,7,
b5,荒れ果てた森都 荒废的森都,11,8,4,1f(采集点),18,6,
b5,荒れ果てた森都 荒废的森都,12,14,9,1f(采集点),18,7,
b5,荒れ果てた森都 荒废的森都,13,6,10,1f(采集点),18,6,
b5,荒れ果てた森都 荒废的森都,14,14,a,1f(采集点),18,7,
b5,荒れ果てた森都 荒废的森都,15,5,4,1c,c,,
b5,荒れ果てた森都 荒废的森都,16,d,7,1c,d,,
b5,荒れ果てた森都 荒废的森都,17,f,11,1c,c,,
b5,荒れ果てた森都 荒废的森都,18,12,2,1c,d,,
b5,荒れ果てた森都 荒废的森都,19,8,c,2a(破损的石碑),14,,
b5,荒れ果てた森都 荒废的森都,20,9,6,2a(破损的石碑),14,,
b5,荒れ果てた森都 荒废的森都,21,a,a,2a(破损的石碑),14,,
b5,荒れ果てた森都 荒废的森都,22,5,b,2a(破损的石碑),14,,
b5,荒れ果てた森都 荒废的森都,23,d,9,2a(破损的石碑),14,,
b5,荒れ果てた森都 荒废的森都,24,d,a,2a(破损的石碑),14,,
b5,荒れ果てた森都 荒废的森都,25,7,7,2a(破损的石碑),14,,
b5,荒れ果てた森都 荒废的森都,26,8,7,2a(破损的石碑),14,,
b5,荒れ果てた森都 荒废的森都,27,a,c,2a(破损的石碑),14,,
b5,荒れ果てた森都 荒废的森都,28,b,c,2a(破损的石碑),14,,
b5,荒れ果てた森都 荒废的森都,29,10,1,2c,50,,
b5,荒れ果てた森都 荒废的森都,30,14,5,7,187,5,
b5,荒れ果てた森都 荒废的森都,31,10,4,8(宝物堆),12f,1,
b5,荒れ果てた森都 荒废的森都,32,8,1,8(宝物堆),cc,5,
b5,荒れ果てた森都 荒废的森都,33,b,3,8(宝物堆),d6,3,
b5,荒れ果てた森都 荒废的森都,34,2,e,8(宝物堆),141,1,
b5,荒れ果てた森都 荒废的森都,35,14,b,8(宝物堆),119,1,
b5,荒れ果てた森都 荒废的森都,36,1,7,b,,,
b5,荒れ果てた森都 荒废的森都,37,13,e,c,,,
b5,荒れ果てた森都 荒废的森都,38,13,5,c,,,
b5,荒れ果てた森都 荒废的森都,39,10,8,a,,,
b5,荒れ果てた森都 荒废的森都,40,10,9,9,,,
b5,荒れ果てた森都 荒废的森都,41,4,6,f(治愈点),,,
b5,荒れ果てた森都 荒废的森都,42,14,e,7,89d,1,
b5,荒れ果てた森都 荒废的森都,43,12,d,11,2,,
b5,荒れ果てた森都 荒废的森都,44,4,5,11,2,,
b5,荒れ果てた森都 荒废的森都,45,9,b,11,2,,
c9,罪磁の塔 罪磁之塔,0,1,6,5(刷怪旋涡),4,a,
c9,罪磁の塔 罪磁之塔,1,6,b,5(刷怪旋涡),4,a,
c9,罪磁の塔 罪磁之塔,2,b,6,5(刷怪旋涡),4,a,
c9,罪磁の塔 罪磁之塔,3,9,9,5(刷怪旋涡),5,8,
c9,罪磁の塔 罪磁之塔,4,5,3,1f(采集点),1b,7,
c9,罪磁の塔 罪磁之塔,5,9,2,1f(采集点),1b,8,
c9,罪磁の塔 罪磁之塔,6,3,9,1f(采集点),1b,9,
c9,罪磁の塔 罪磁之塔,7,a,7,1f(采集点),1b,8,
c9,罪磁の塔 罪磁之塔,8,2,5,1c,c,,
c9,罪磁の塔 罪磁之塔,9,1,3,2a(破损的石碑),14,,
c9,罪磁の塔 罪磁之塔,10,7,2,2a(破损的石碑),14,,
c9,罪磁の塔 罪磁之塔,11,4,9,2a(破损的石碑),14,,
c9,罪磁の塔 罪磁之塔,12,2,9,8(宝物堆),dc,5,
c9,罪磁の塔 罪磁之塔,13,9,3,8(宝物堆),130,1,
c9,罪磁の塔 罪磁之塔,14,a,9,7,d4,1,
c9,罪磁の塔 罪磁之塔,15,6,4,f(治愈点),,,
c9,罪磁の塔 罪磁之塔,16,6,8,f(治愈点),,,
c9,罪磁の塔 罪磁之塔,17,3,4,21,23,,
c9,罪磁の塔 罪磁之塔,18,3,7,6,9,4,
c9,罪磁の塔 罪磁之塔,19,9,4,6,3,7,
c9,罪磁の塔 罪磁之塔,20,3,8,8(宝物堆),cc,3,
ca,怨嗟の間 怨嗟之间,0,7,9,5(刷怪旋涡),6,7,
ca,怨嗟の間 怨嗟之间,1,c,2,5(刷怪旋涡),6,7,
ca,怨嗟の間 怨嗟之间,2,7,1,20(挖掘点),1c,5,
ca,怨嗟の間 怨嗟之间,3,2,6,20(挖掘点),1c,6,
ca,怨嗟の間 怨嗟之间,4,6,b,1f(采集点),1c,7,
ca,怨嗟の間 怨嗟之间,5,7,b,1f(采集点),1c,8,
ca,怨嗟の間 怨嗟之间,6,7,4,1c,c,,
ca,怨嗟の間 怨嗟之间,7,9,e,1c,d,,
ca,怨嗟の間 怨嗟之间,8,b,e,2a(破损的石碑),14,,
ca,怨嗟の間 怨嗟之间,9,d,e,2a(破损的石碑),14,,
ca,怨嗟の間 怨嗟之间,10,a,7,2a(破损的石碑),14,,
ca,怨嗟の間 怨嗟之间,11,e,7,2a(破损的石碑),14,,
ca,怨嗟の間 怨嗟之间,12,5,4,2a(破损的石碑),14,,
ca,怨嗟の間 怨嗟之间,13,5,a,2a(破损的石碑),14,,
ca,怨嗟の間 怨嗟之间,14,4,4,8(宝物堆),188,2,
ca,怨嗟の間 怨嗟之间,15,9,c,8(宝物堆),d5,2,
ca,怨嗟の間 怨嗟之间,16,5,9,7,11f,1,
ca,怨嗟の間 怨嗟之间,17,e,c,7,120,1,
ca,怨嗟の間 怨嗟之间,18,3,7,f(治愈点),,,
ca,怨嗟の間 怨嗟之间,19,c,c,f(治愈点),,,
ca,怨嗟の間 怨嗟之间,20,3,d,f(治愈点),,,
ca,怨嗟の間 怨嗟之间,21,3,d,10,,,
ca,怨嗟の間 怨嗟之间,22,7,e,17(陷阱),2,,
ca,怨嗟の間 怨嗟之间,23,6,4,18,2,,
ca,怨嗟の間 怨嗟之间,24,3,b,19,2,,
cb,黒檀の籠属宮 黑檀笼属宫,0,1,7,5(刷怪旋涡),2,12,
cb,黒檀の籠属宮 黑檀笼属宫,1,5,7,5(刷怪旋涡),5,8,
cb,黒檀の籠属宮 黑檀笼属宫,2,2,b,5(刷怪旋涡),2,12,
cb,黒檀の籠属宮 黑檀笼属宫,3,4,b,5(刷怪旋涡),4,a,
cb,黒檀の籠属宮 黑檀笼属宫,4,1,5,1f(采集点),1d,8,
cb,黒檀の籠属宮 黑檀笼属宫,5,5,1,1f(采集点),1d,8,
cb,黒檀の籠属宮 黑檀笼属宫,6,1,9,1f(采集点),1d,8,
cb,黒檀の籠属宮 黑檀笼属宫,7,3,5,1c,c,,
cb,黒檀の籠属宮 黑檀笼属宫,8,1,1,2b,28,,
cb,黒檀の籠属宮 黑檀笼属宫,9,1,f,2b,28,,
cb,黒檀の籠属宮 黑檀笼属宫,10,5,f,2b,28,,
cb,黒檀の籠属宮 黑檀笼属宫,11,5,b,8(宝物堆),cc,5,
cb,黒檀の籠属宮 黑檀笼属宫,12,5,5,8(宝物堆),d4,1,
cb,黒檀の籠属宮 黑檀笼属宫,13,3,1,7,142,1,
cb,黒檀の籠属宮 黑檀笼属宫,14,1,d,7,18b,3,
cb,黒檀の籠属宮 黑檀笼属宫,15,3,2,2(出击门),2,,
cb,黒檀の籠属宮 黑檀笼属宫,16,4,5,f(治愈点),,,
cb,黒檀の籠属宮 黑檀笼属宫,17,3,b,f(治愈点),,,
cb,黒檀の籠属宮 黑檀笼属宫,18,1,b,21,23,,
cb,黒檀の籠属宮 黑檀笼属宫,19,2,d,17(陷阱),2,,
cb,黒檀の籠属宮 黑檀笼属宫,20,4,4,17(陷阱),2,,
cc,溢霊の沼 溢灵之沼,0,2,4,5(刷怪旋涡),5,8,
cc,溢霊の沼 溢灵之沼,1,a,4,5(刷怪旋涡),5,8,
cc,溢霊の沼 溢灵之沼,2,1,4,20(挖掘点),1d,6,
cc,溢霊の沼 溢灵之沼,3,6,b,20(挖掘点),1d,5,
cc,溢霊の沼 溢灵之沼,4,4,b,1f(采集点),1f,7,
cc,溢霊の沼 溢灵之沼,5,4,8,1f(采集点),1f,6,
cc,溢霊の沼 溢灵之沼,6,b,9,1f(采集点),1f,6,
cc,溢霊の沼 溢灵之沼,7,6,7,1c,e,,
cc,溢霊の沼 溢灵之沼,8,3,6,2b,28,,
cc,溢霊の沼 溢灵之沼,9,1,d,2b,28,,
cc,溢霊の沼 溢灵之沼,10,7,b,2b,28,,
cc,溢霊の沼 溢灵之沼,11,b,5,2b,28,,
cc,溢霊の沼 溢灵之沼,12,b,3,7,b14,1,
cc,溢霊の沼 溢灵之沼,13,6,4,41,,,
cc,溢霊の沼 溢灵之沼,14,2,c,f(治愈点),,,
cc,溢霊の沼 溢灵之沼,15,3,a,21,23,,
cc,溢霊の沼 溢灵之沼,16,2,b,15,2,,
cc,溢霊の沼 溢灵之沼,17,5,8,15,2,,
cc,溢霊の沼 溢灵之沼,18,8,9,15,2,,
dd,グレーベル大堤防 格雷贝尔大堤防,0,a,2,2(出击门),,,
dd,グレーベル大堤防 格雷贝尔大堤防,1,1,4,1f(采集点),1a,6,
dd,グレーベル大堤防 格雷贝尔大堤防,2,b,8,1f(采集点),1a,6,
dd,グレーベル大堤防 格雷贝尔大堤防,3,c,8,1f(采集点),1a,8,
dd,グレーベル大堤防 格雷贝尔大堤防,4,6,3,1f(采集点),1a,7,
dd,グレーベル大堤防 格雷贝尔大堤防,5,c,2,20(挖掘点),1b,9,
dd,グレーベル大堤防 格雷贝尔大堤防,6,7,8,20(挖掘点),1b,7,
dd,グレーベル大堤防 格雷贝尔大堤防,7,7,9,20(挖掘点),1b,7,
dd,グレーベル大堤防 格雷贝尔大堤防,8,8,1,1c,c,,
dd,グレーベル大堤防 格雷贝尔大堤防,9,2,c,1c,d,,
dd,グレーベル大堤防 格雷贝尔大堤防,10,d,4,29(枯萎的嫩芽),a,,
dd,グレーベル大堤防 格雷贝尔大堤防,11,13,1,29(枯萎的嫩芽),a,,
dd,グレーベル大堤防 格雷贝尔大堤防,12,1,6,29(枯萎的嫩芽),a,,
dd,グレーベル大堤防 格雷贝尔大堤防,13,6,a,29(枯萎的嫩芽),a,,
dd,グレーベル大堤防 格雷贝尔大堤防,14,10,2,29(枯萎的嫩芽),a,,
dd,グレーベル大堤防 格雷贝尔大堤防,15,2,1,29(枯萎的嫩芽),a,,
dd,グレーベル大堤防 格雷贝尔大堤防,16,e,a,8(宝物堆),cc,5,
dd,グレーベル大堤防 格雷贝尔大堤防,17,13,c,8(宝物堆),d1,5,
dd,グレーベル大堤防 格雷贝尔大堤防,18,1c,4,7,452,1,
dd,グレーベル大堤防 格雷贝尔大堤防,19,12,a,3f,,,
dd,グレーベル大堤防 格雷贝尔大堤防,20,12,3,f(治愈点),,,
dd,グレーベル大堤防 格雷贝尔大堤防,21,4,8,5(刷怪旋涡),6,8,
dd,グレーベル大堤防 格雷贝尔大堤防,22,c,3,5(刷怪旋涡),6,8,
dd,グレーベル大堤防 格雷贝尔大堤防,23,19,4,2(出击门),2,,
dd,グレーベル大堤防 格雷贝尔大堤防,24,15,c,2(出击门),,,
dd,グレーベル大堤防 格雷贝尔大堤防,25,19,2,21,23,,
dd,グレーベル大堤防 格雷贝尔大堤防,26,4,4,f(治愈点),,,
dd,グレーベル大堤防 格雷贝尔大堤防,27,7,b,15,2,,
dd,グレーベル大堤防 格雷贝尔大堤防,28,10,1,15,2,,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,0,3,9,2(出击门),,,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,1,d,11,2(出击门),,,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,2,7,8,5(刷怪旋涡),6,7,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,3,b,d,5(刷怪旋涡),6,7,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,4,3,f,5(刷怪旋涡),6,7,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,5,1,8,1f(采集点),1e,8,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,6,d,7,1f(采集点),1e,7,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,7,4,d,1f(采集点),1e,8,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,8,5,11,1f(采集点),1e,8,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,9,3,7,1f(采集点),1e,7,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,10,4,9,1f(采集点),1e,6,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,11,6,2,1f(采集点),1e,7,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,12,c,a,1f(采集点),1e,6,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,13,2,2,1c,e,,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,14,7,f,1c,e,,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,15,9,1,1c,e,,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,16,8,a,1c,e,,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,17,3,d,1c,e,,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,18,d,f,1c,e,,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,19,7,3,29(枯萎的嫩芽),a,,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,20,e,a,29(枯萎的嫩芽),a,,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,21,d,c,29(枯萎的嫩芽),a,,
f1,ルベータ・テルメス 卢贝塔·特尔梅斯,22,4,11,29(枯萎的嫩芽),a,,
