说话人名称:说话人ID:日文原文（出现多次）,章节_1,当前翻译_1,章节_2,当前翻译_2,章节_3,当前翻译_3,章节_4,当前翻译_4,章节_5,当前翻译_5,章节_6,当前翻译_6,章节_7,当前翻译_7,章节_8,当前翻译_8,章节_9,当前翻译_9,章节_10,当前翻译_10,章节_11,当前翻译_11,章节_12,当前翻译_12,章节_13,当前翻译_13,章节_14,当前翻译_14,章节_15,当前翻译_15,章节_16,当前翻译_16,章节_17,当前翻译_17,章节_18,当前翻译_18,章节_19,当前翻译_19,章节_20,当前翻译_20,章节_21,当前翻译_21,章节_22,当前翻译_22,章节_23,当前翻译_23,章节_24,当前翻译_24,章节_25,当前翻译_25,章节_26,当前翻译_26,章节_27,当前翻译_27,章节_28,当前翻译_28,章节_29,当前翻译_29,章节_30,当前翻译_30,章节_31,当前翻译_31,章节_32,当前翻译_32,章节_33,当前翻译_33,章节_34,当前翻译_34,章节_35,当前翻译_35,章节_36,当前翻译_36,章节_37,当前翻译_37,章节_38,当前翻译_38,章节_39,当前翻译_39,章节_40,当前翻译_40,章节_41,当前翻译_41,章节_42,当前翻译_42,章节_43,当前翻译_43,章节_44,当前翻译_44,章节_45,当前翻译_45,章节_46,当前翻译_46,章节_47,当前翻译_47,章节_48,当前翻译_48,章节_49,当前翻译_49,章节_50,当前翻译_50,章节_51,当前翻译_51,章节_52,当前翻译_52,章节_53,当前翻译_53,章节_54,当前翻译_54,章节_55,当前翻译_55,章节_56,当前翻译_56,章节_57,当前翻译_57,章节_58,当前翻译_58,章节_59,当前翻译_59,章节_60,当前翻译_60,章节_61,当前翻译_61,章节_62,当前翻译_62,章节_63,当前翻译_63,章节_64,当前翻译_64,章节_65,当前翻译_65,章节_66,当前翻译_66,章节_67,当前翻译_67,章节_68,当前翻译_68,章节_69,当前翻译_69,章节_70,当前翻译_70,章节_71,当前翻译_71,章节_72,当前翻译_72,章节_73,当前翻译_73,章节_74,当前翻译_74,章节_75,当前翻译_75,章节_76,当前翻译_76,章节_77,当前翻译_77,章节_78,当前翻译_78,章节_79,当前翻译_79,章节_80,当前翻译_80
ガイダル:aa:「そうなるね。どうにもこの子の<ruby>境遇<rt>きょうぐう</rt></ruby>を知ると放っておけなかった」,SC0190,「可以这么说。得知这孩子的境遇后，我实在无法坐视不管」,SC0190,「可以这么说。得知这孩子的境遇后，我实在无法坐视不管」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「そのようだ。立場に<ruby>固執<rt>こしつ</rt></ruby>する争いというのは、いつの世も<ruby>醜<rt>みにく</rt></ruby>いねぇ。その裏で悲しい想いをする子供がいるということを、決して忘れてはいけないよ」,SC0190,「似乎是如此。执着于地位的争斗，无论哪个时代都是丑陋的啊。绝不能忘记，在那些争斗背后，还有孩子因此悲伤」,SC0190,「似乎是如此。执着于地位的争斗，无论哪个时代都是丑陋的啊。绝不能忘记，在那些争斗背后，还有孩子因此悲伤」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「その通りだよ」,SC0190,「正是如此」,SC0190,「正是如此」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「その物言いにも慣れてきたよ。そろそろ癖になりそうだ」,SC0190,「我对你这说话方式也习惯了。再这样下去都要成习惯了」,SC0190,「我对你这说话方式也习惯了。再这样下去都要成习惯了」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「でももう心配ない。<ruby>元凶<rt>げんきょう</rt></ruby>はいなくなったからね」,SC0190,「不过现在已经不必担心了。因为元凶已经消失了」,SC0190,「不过现在已经不必担心了。因为元凶已经消失了」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「どこから情報が漏れるか分からないからね。細心の注意を払っていたんだよ」,SC0190,「因为不知道情报会从哪里泄露出去啊。我一直都万分谨慎」,SC0190,「因为不知道情报会从哪里泄露出去啊。我一直都万分谨慎」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「なんとか逃亡を防げてよかったよ。この子の父親の<ruby>仇<rt>かたき</rt></ruby>も討つことができた」,SC0190,「总算是拦住了他，真是太好了。也算是为这孩子的父亲报了仇」,SC0190,「总算是拦住了他，真是太好了。也算是为这孩子的父亲报了仇」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「まだ父親を亡くした悲しみに<ruby>囚<rt>とら</rt></ruby>われているんだ。あまり<ruby>奇異<rt>きい</rt></ruby>の視線を向けないであげて欲しい」,SC0190,「她还沉浸在丧父的悲痛之中。请不要太用异样的目光看她」,SC0190,「她还沉浸在丧父的悲痛之中。请不要太用异样的目光看她」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「もう竜族は城砦に敵対したりしない。<ruby>快<rt>こころよ</rt></ruby>く通行を見届けてくれるよ」,SC0190,「龙族已经不会再与城砦为敌了。他们会愉快地目送你们通行」,SC0190,「龙族已经不会再与城砦为敌了。他们会愉快地目送你们通行」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「もちろん。後で場所を教えよう。争っていたとはいえ竜族の重臣、葬儀は必要だろうからね」,SC0190,「当然。稍后我会告诉你地点。虽说曾为敌，但他毕竟是龙族重臣，总该办场葬礼」,SC0190,「当然。稍后我会告诉你地点。虽说曾为敌，但他毕竟是龙族重臣，总该办场葬礼」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「よく頑張ったね。それでこそ竜族の王だよ」,SC0190,「你做得很好。这才像是龙族之王」,SC0190,「你做得很好。这才像是龙族之王」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「気を付けることだ。彼らは竜族と同じく城砦を排除するだろう」,SC0190,「要小心。他们多半会像龙族一样，试图排除城砦」,SC0190,「要小心。他们多半会像龙族一样，试图排除城砦」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「共に道を歩む同胞よ、健闘を祈る。この理不尽な世界が強いる境遇に負けないように、人間の希望を守って欲しい」,SC5860,「愿与我们同行的同胞，祝你们武运昌隆。愿你们不被这无理世界强加的境遇所压倒，守护好人类的希望」,SC6660,「愿与我们同行的同胞，祝你们武运昌隆。愿你们不被这无理世界强加的境遇所压倒，守护好人类的希望」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「恐いね。視線だけで人を殺してしまいそうだ」,SC6660,「真可怕啊。光是眼神就能把人杀死似的。」,SC6660,「真可怕啊。光是眼神就能把人杀死似的。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「大丈夫、この子は正統な血族だよ。それは私が保証しよう」,SC0190,「放心，这孩子是正统的血族。这一点我来保证」,SC0190,「放心，这孩子是正统的血族。这一点我来保证」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「大丈夫、すぐに追いつくよ。アヴァロ君に寂しい思いはさせないさ」,SC0190,「放心，我很快就会追上的。不会让阿瓦罗你感到寂寞的」,SC0190,「放心，我很快就会追上的。不会让阿瓦罗你感到寂寞的」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「利用なんて、ただの言葉だよ。私たちはそれぞれの事情を懸けて助け合った。言い方を変えるだけで美談になる」,SC0190,「所谓利用，不过是说法而已。我们是各自赌上自己的处境、互相扶持。换个说法，就能成为一段佳话」,SC0190,「所谓利用，不过是说法而已。我们是各自赌上自己的处境、互相扶持。换个说法，就能成为一段佳话」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ガイダル:aa:「ふふ、その通りだね。それじゃあこの子に聞いてみるといい」,SC0190,「……呵呵，你说得对。那就问问这孩子吧」,SC0190,「……呵呵，你说得对。那就问问这孩子吧」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
カトリト:a:「う、うん」,SC0130,「嗯、嗯……」,SC2100,「嗯、嗯……」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
カトリト:a:「うん」,SC1620,「嗯……」,SC1620,「嗯……」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
キスニル:5:「いざ尋常に」,SC6910,「来吧，堂堂正正地一战！」,SC6920,「来吧，堂堂正正地一战！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
キスニル:5:「ずいぶんと上機嫌だな。かくいう私も温泉など久しぶりで、気分が高揚しているのだがうむ、いい湯だ」,SP0162,「兴致真高啊。说来我也是久违地泡温泉了，心情正高涨着呢……唔，真舒服」,SP0163,「兴致真高啊。说来我也是久违地泡温泉了，心情正高涨着呢……唔，真舒服」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
キスニル:5:「なんだその理屈はまぁしかし、この乳房が役に立つ時が来たというならば、貸そう」,SP0162,「这是什么歪理……不过也罢，既然这对乳房也有派上用场的时候，那就借你吧」,SP0163,「这是什么歪理……不过也罢，既然这对乳房也有派上用场的时候，那就借你吧」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
キスニル:5:「むう改めて見ると、でかいな」,SP0162,「唔……这么一看，还真是大啊……」,SP0163,「唔……这么一看，还真是大啊……」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
キスニル:5:「むあまり<ruby>褒<rt>ほ</rt></ruby>めてくれるな。気持ちが<ruby>昂<rt>たか</rt></ruby>ぶって、早くにのぼせてしまうだろう？」,SP0162,「唔……别太夸我。心情一兴奋起来，怕是会早早泡晕过去吧？」,SP0163,「唔……别太夸我。心情一兴奋起来，怕是会早早泡晕过去吧？」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
キスニル:5:「見当たらない。配下の者もカルメルグの所在は確認できていないようだ」,SC0190,「找不到。他的部下们似乎也无法确认卡尔梅尔格的下落」,SC0190,「找不到。他的部下们似乎也无法确认卡尔梅尔格的下落」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
キスニル:5:「っ」,SC0010,「……！」,SC1660,「……！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
クードヴァンス:c8:「」,SC0740,「…………」,SC0740,「…………」,SC0740,「…………」,SC0740,「…………」,SC0740,「…………」,SC0740,「…………」,SC0740,「…………」,SC1740,「…………」,SC1740,「…………」,SC1740,「…………」,SC2740,「…………」,SC2740,「…………」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ディートヘルム:6:「くにへ　かえるがいい」,SC6910,「回你的国家去吧」,SC6920,「回你的国家去吧」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
パライア:15e:「グウウウウッ、グアアァッ、アァッ、ガアアアアァァッ」,SC0280,「呜噢噢噢噢！呜啊啊啊！啊！嘎啊啊啊啊啊！」,SC0280,「呜噢噢噢噢！呜啊啊啊！啊！嘎啊啊啊啊啊！」,SC0770,「呜噢噢噢噢！呜啊啊啊！啊！嘎啊啊啊啊啊！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファーブル:99:「」,SC1740,「…………」,SC1740,「…………」,SC2710,「…………」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「あ、欠片あったよー！　えへへ、やったぁ！」,$1$SC6830,「啊，找到碎片了～！诶嘿嘿，太好了！」,$1$SC6830,「啊，找到碎片了～！诶嘿嘿，太好了！」,$1$SC6830,「啊，找到碎片了～！诶嘿嘿，太好了！」,$1$SC6830,「啊，找到碎片了～！诶嘿嘿，太好了！」,$1$SC6830,「啊，找到碎片了～！诶嘿嘿，太好了！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「アヴァロ、あれを見て」,$3$SC4360,「阿瓦罗，你看那个」,SC4710,「阿瓦罗，你看那个」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「アヴァロ」,SC2190,「阿瓦罗……」,SC2770,「阿瓦罗……」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「い～い湯だなー。はははん。いい湯だーなー。はははん」,SP0162,「好～舒服呀——。哈哈嗯。好～舒服呀——。哈哈嗯」,SP0163,「好～舒服呀——。哈哈嗯。好～舒服呀——。哈哈嗯」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「う、うん！　そうなの、どうしても行きたい場所があるんだ」,SC0160,「嗯、嗯！是的，我有个无论如何都想去的地方」,SC0160,「嗯、嗯！是的，我有个无论如何都想去的地方」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「う、うん。よろしく、お願いします」,SC0160,「嗯、嗯……。请、请多关照」,SC0160,「嗯、嗯……。请、请多关照」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「うん。そうだね」,SC0190,「嗯……。也是呢」,SC0190,「嗯……。也是呢」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「え、なんで？」,SC0530,「诶，为什么？」,SC0560,「诶，为什么？」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「え？　寝間着だよ？」,$2$SC3330,「诶？是睡衣啊？」,SC1500,「诶？是睡衣啊？」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「おー！」,SC2030,「哦——！」,SC3000,「哦——！」,SC3060,「哦——！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「キスニルさんがこだわり抜いて探しただけはあるよー。適温だし、お湯が心地いいし、お肌も心も<ruby>潤<rt>うる</rt></ruby>っちゃう」,SP0162,「不愧是姬斯尼尔小姐千挑万选的地方呀～。水温正合适，泡着也舒服，肌肤和心灵都要滋润起来了」,SP0163,「不愧是姬斯尼尔小姐千挑万选的地方呀～。水温正合适，泡着也舒服，肌肤和心灵都要滋润起来了」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「この豊満なお胸に甘えれば、お湯だって水底だって、底なし沼だって怖くはない！」,SP0162,「只要依偎在这丰满的胸口，不管是热水、水底，还是无底沼泽，都不可怕！」,SP0163,「只要依偎在这丰满的胸口，不管是热水、水底，还是无底沼泽，都不可怕！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「しょうがないなぁ。ふっふっふ、そんなイオルちゃんにはこれ！　キスニルさんのおっぱいー」,SP0162,「真是没办法呀。嘿嘿嘿，对付这样的伊欧露酱，就用这个！姬斯尼尔小姐的胸——」,SP0163,「真是没办法呀。嘿嘿嘿，对付这样的伊欧露酱，就用这个！姬斯尼尔小姐的胸——」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「どうだろー。そんな感じには見えないけど」,SC0190,「谁知道呢——……。看起来倒不像是那样」,SC0190,「谁知道呢——……。看起来倒不像是那样」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「なんだか、竜族のみんなが騒いでいるみたいだよ」,SC0190,「总觉得，龙族的大家好像很热闹的样子」,SC0190,「总觉得，龙族的大家好像很热闹的样子」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「わーい！　アヴァロに褒められたー！」,$2$SC3330,「哇——！被阿瓦罗夸奖了——！」,SC2060,「哇——！被阿瓦罗夸奖了——！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「ん。分かったよ。確かに今は優先しなきゃいけないことがあるよね」,SC0190,「嗯。我知道了。确实，现在有必须优先处理的事呢」,SC0190,「嗯。我知道了。确实，现在有必须优先处理的事呢」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィア:2:「移動開始だよ」,SC6910,「开始移动了哦！」,SC6920,「开始移动了哦！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
